feature,importance
RSAD2,0.0
RRAGC,0.0
RORgt,0.0
CASP8,0.0
CASP3,0.0
CARD16,0.0
CARD11,0.0
CAMK2D,0.0
CALM1,0.0
CACNB4,0.0
BTRC,0.0
BTLA,0.0
BTK,0.0
SLC8A1,0.0
SLC2A6,0.0
SLC2A3/14,0.0
SLC2A12,0.0
SLAMF6,0.0
SIGLEC6,0.0
SIGLEC5,0.0
SIGLEC1,0.0
SH2D1A,0.0
SFN,0.0
SF3B1,0.0
SESN3,0.0
SESN2,0.0
SESN1,0.0
SEMA4D,0.0
SEL1L,0.0
STAT5A,0.0
STAT4,0.0
STAT3,0.0
STAT1,0.0
STAG2,0.0
ST3GAL6,0.0
SPIB,0.0
SPAG9,0.0
SP100,0.0
SOS1,0.0
SOCS2,0.0
SMC3,0.0
SMARCA4,0.0
SMAD4,0.0
SMAD3,0.0
SMAD2,0.0
TGFB2,0.0
TGFB1,0.0
TELO2,0.0
TCL1A,0.0
TCF7,0.0
TBX21,0.0
TBL1XR1,0.0
TBK1,0.0
TAX1BP1,0.0
TAPBP,0.0
TAF6L,0.0
TAB2,0.0
SYK,0.0
SUMO1,0.0
STIM1,0.0
STAT5B,0.0
TNFRSF9,0.0
TNFRSF4,0.0
TNFRSF1B,0.0
TNFRSF18,0.0
TNFRSF17,0.0
TNFRSF14,0.0
TNFRSF10A,0.0
TNF,0.0
TMED2,0.0
TLR7,0.0
TLR2,0.0
TLR10,0.0
TLR1,0.0
TLE4,0.0
TIMP1,0.0
TIGIT,0.0
UBE2D1,0.0
TRGC1,0.0
TREM2,0.0
TRDV3,0.0
TRDV1,0.0
TRBC1/2,0.0
TRAT1,0.0
TRAF2,0.0
TRAC,0.0
TPP2,0.0
TOX4,0.0
TOX2,0.0
TOX,0.0
TNFSF9,0.0
TNFSF4,0.0
TNFSF10,0.0
YWHAZ,0.0
ATF4,0.0
ASB4,0.0
VCAM1,0.0
AQP7,0.0
APH1A,0.0
ZNF683,0.0
XIAP,0.0
XAF1,0.0
WNT11,0.0
VSIR,0.0
VEGFA,0.0
VDAC1,0.0
ADORA2A,0.0
TRIM2,0.0
ACADVL,0.0
TRGV8,0.0
TYROBP,0.0
TYK2,0.0
TUSC2,0.0
TTK,0.0
TRPM7,0.0
TRPC1,0.0
TRIM46,0.0
TRIM35,0.0
TRIM33,0.0
ACSL6,0.0
ACSL4,0.0
ACSL3,0.0
ACOT1/2,0.0
ACAT2,0.0
ACACA,0.0
